动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
示例：导出Quicker图标,https://getquicker.net/Sharedaction?code=ec06ccf1-cb17-4667-1dde-08dc7c5ed873,"内置矢量图标显示到图片窗口,因为图片窗口自带另存且能更好显示效果,因此不单独写导出功能",通用,瞑空凌,https://getquicker.net/User/769338/%E7%9E%91%E7%A9%BA%E5%87%8C,15.5 KB,2024-05-25 15:40,1,"修复导出fa:Light_Cloud图像时不完整
因此调试发现是获取的ActualHeight相比于实际高,小了,已直接改用Width,Height",2024-10-06
复制或调试变量,https://getquicker.net/Sharedaction?code=bde1b2fc-6f21-4abc-df61-08dcdef79362,编辑器里面选择变量，然后点击按钮就能写入剪贴板\n按Ctrl可调试变量,Quicker,sharklaka,https://getquicker.net/User/826879/sharklaka,68.2 KB,2024-09-28 13:07,1,支持日志文件（桌面）输出；支持调试模式条件判断,2024-10-06
计算器Pro Max,https://getquicker.net/Sharedaction?code=d3645960-83e9-446c-928f-08dcd6e4f4f5,AI设计的动作，一个界面简单但功能不简单的计算器,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,58.3 KB,2024-09-17 16:03,25,所有按钮点击后，光标都会还在输入框,2024-10-06
Git克隆,https://getquicker.net/Sharedaction?code=ef38cbf4-24e6-4ed1-a418-08dbf16456ca,一键克隆Git仓库到本地,通用,一闪hs,https://getquicker.net/User/205358/%E4%B8%80%E9%97%AAhs,15.2 KB,2023-11-30 22:25,3,允许剪贴板为空,2024-10-06
积分历史,https://getquicker.net/Sharedaction?code=27544c1f-ee3d-4426-b170-08dcd509a79f,查询会员中心：积分历史、总获得积分、最近一天的动作积分；统计：最近七天的动作积分等,通用,沉没的白鲸,https://getquicker.net/User/59771/%E6%B2%89%E6%B2%A1%E7%9A%84%E7%99%BD%E9%B2%B8,59.4 KB,2024-09-15 22:07,4,V4 调整徽标：当天日期改为文字，近七日达500分在左上角显示图标。,2024-10-06
word剪贴板,https://getquicker.net/Sharedaction?code=159f38ea-6d7c-4512-0758-08dce3b37c04,word中，选中的文本直接复制并粘贴到查找/替换窗口，记录复制内容及复制次数。,Microsoft Word,希曼,https://getquicker.net/User/149976/%E5%B8%8C%E6%9B%BC,7.2 KB,2024-10-04 16:41,2,增加徽标，统计复制次数。,2024-10-06
软件面板V2,https://getquicker.net/Sharedaction?code=36ad0aaf-b6c5-496e-4cba-08dae7c52912,选中软件按住CTRL启动动作添加软件，双击背景或点击窗口外面可以关闭窗口，按住alt点击软件可以删除,通用,zdf153,https://getquicker.net/User/20184/zdf153,211 KB,2022-12-27 16:23,42,固定按钮添加提示,2024-10-06
Ps图层命名,https://getquicker.net/Sharedaction?code=38aad4f1-a60d-4054-7cc2-08dc009a2ba3,ps图层命名迷你版,Adobe Photoshop,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,76.5 KB,2023-12-20 21:05,12,历史记录步骤进行了封装。,2024-10-06
统一字体,https://getquicker.net/Sharedaction?code=a63d7da4-b6fd-4928-d89d-08dce4de09ed,宋体 黑色 11号 取消加粗,WPS Office,苑少坡,https://getquicker.net/User/582411/%E8%8B%91%E5%B0%91%E5%9D%A1,994 B,2024-10-05 16:47,0,,2024-10-06
比例,https://getquicker.net/Sharedaction?code=7674c4d5-e1cd-477b-f27d-08dc63a5522a,恰好容纳选定区域,WPS Office,苑少坡,https://getquicker.net/User/582411/%E8%8B%91%E5%B0%91%E5%9D%A1,2.3 KB,2024-04-24 11:48,1,使用VBA代码完成此功能 兼容性更好 不容易出错,2024-10-06
