动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
可视化复制,https://getquicker.net/Sharedaction?code=a7541a4a-ef30-4172-e334-08dd0733f195,获取选中的内容。,通用,大家都爱591,https://getquicker.net/User/36130/%E5%A4%A7%E5%AE%B6%E9%83%BD%E7%88%B1591,185.9 KB,2024-11-18 16:13,26,"1.【设置】可以将多行文本获取为多个条目。
若勾选，则默认获取为多个条目；勾选时，按住Ctrl键执行动作，为1个条目。
反之，不勾选，则默认获取为1个条目；不勾选时，按住Ctrl键执行动作，为多个条目。
即，按住Ctrl键执行动作，可临时切换多行文本的获取方式。
2. 要求Quicker版本 1.43.53：【设置】可以选择启动时默认展示未分组数据，以便于查看新数据。但启用后，启动速度会慢一些。
3.【设置】可以自定义分组的显示方式（标签页左侧、标签页右侧等）。
4. 【忽略】修改一个变量的默认值。",2024-12-07
开机自启管理,https://getquicker.net/Sharedaction?code=1b11ad1a-2ea4-4b69-fd19-08d95c672ca9,管理开机自启,通用,FaniX,https://getquicker.net/User/52603/FaniX,8.5 KB,2021-08-12 11:58,2,用户界面调整：管理和排序列表->查看或编辑表格数据,2024-12-07
Quicker托盘菜单,https://getquicker.net/Sharedaction?code=00bf51f4-904f-4f9a-ad7a-08dd15875f2b,最大程度实现原貌。,通用,大家都爱591,https://getquicker.net/User/36130/%E5%A4%A7%E5%AE%B6%E9%83%BD%E7%88%B1591,35.8 KB,2024-12-06 20:51,0,,2024-12-07
截图识别,https://getquicker.net/Sharedaction?code=0e89ae52-7dcf-446a-a133-08dc6ffecc18,丝滑切12种识别模式/百度/PixPin/OCR后60种文本处理联动功能,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,170 KB,2024-05-09 20:07,92,优化,2024-12-07
截图,https://getquicker.net/Sharedaction?code=c0310cb9-f725-4cff-f8e3-08dd0fae75f2,丝滑切15种截图命令/长截图/GIF/识别/Snipaste/PixPin/Quicker,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,102.8 KB,2024-11-28 21:13,25,优化,2024-12-07
预处理Q&A文件,https://getquicker.net/Sharedaction?code=139e56d6-4e37-4bba-f1e3-08dd1471b37f,因某些AI自动生成的英文Q&A文件包含中文标点符号，导入super memo 出现错误。故通过本动作一次性将同目录下的Q&A文本文件进行符号替换,Windows 资源管理器,lysic,https://getquicker.net/User/52299/lysic,4.5 KB,2024-12-05 15:54,2,补充符号,2024-12-07
123网盘图床,https://getquicker.net/Sharedaction?code=05ec88dd-8493-4de9-ad5c-08dd15875f2b,将选择的文件或截图上传到123网盘的图床,通用,zdf153,https://getquicker.net/User/20184/zdf153,88.4 KB,2024-12-06 11:25,1,支持多图片,2024-12-07
选择工具,https://getquicker.net/Sharedaction?code=3a397b5c-c4e6-40ac-d68a-08dcc81fd814,一个多功能的选择动作。,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,50.5 KB,2024-08-30 16:27,1,"+.新增 选择剪贴图层。
~.全选图层不再使用发送快捷键的方式，规避第三方快捷键冲突。",2024-12-07
多国查询,https://getquicker.net/Sharedaction?code=7ba6536d-da49-481d-e32e-08dd0733f195,模拟人工操作，通过多国官网查询专利信息。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,84.1 KB,2024-11-18 14:30,23,尝试增加查询结果加载失败时的处理机制,2024-12-07
Run Code,https://getquicker.net/Sharedaction?code=adfb2866-6076-4665-1c4a-08dceffdf6a6,测试剪贴板中的代码片段，支持 Photoshop 和 Illustrator。,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,22.6 KB,2024-10-19 13:54,2,~. 如果代码测试成功，保持代码在剪贴板中。,2024-12-07
