动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
MoonTV批量下载,https://getquicker.net/Sharedaction?code=341c393a-c9db-418c-3379-08dde135ad65,获取MoonTV全部剧集的视频下载地址（m3u8）,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,14 KB,2025-08-23 02:13,1,1,2025-08-24
多行转单行,https://getquicker.net/Sharedaction?code=c3db9989-570d-4846-a6fa-08dde22d8eb3,对选则区域内的多行代码合并为一行显示，将制表符及多余的空格均格式化,Microsoft Visual Studio,小泥匠,https://getquicker.net/User/405430/%E5%B0%8F%E6%B3%A5%E5%8C%A0,6.1 KB,2025-08-24 01:17,0,,2025-08-24
验证码短信接收,https://getquicker.net/Sharedaction?code=28111eeb-7235-4afe-a6f9-08dde22d8eb3,获取长连接推送的短信，并提取。,通用,卓尔伤,https://getquicker.net/User/476508/%E5%8D%93%E5%B0%94%E4%BC%A4,3.6 KB,2025-08-24 00:37,0,,2025-08-24
去除/恢复快捷方式小箭头,https://getquicker.net/Sharedaction?code=767c9aef-cc4b-44da-a6f8-08dde22d8eb3,去除/恢复桌面快捷方式小箭头，仅适用于win11,通用,用户L15IB-q5BAA,https://getquicker.net/User/1026328/%E7%94%A8%E6%88%B7L15IB-q5BAA,3.4 KB,2025-08-23 23:09,0,,2025-08-24
图片裁剪,https://getquicker.net/Sharedaction?code=9599716e-d166-4242-338c-08dde135ad65,图片裁剪，支持批量处理。,Windows 资源管理器,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,15.1 KB,2025-08-23 16:55,1,~修复当图片像素大于屏幕像素时，不能截图的问题。,2025-08-24
为此站点查找脚本,https://getquicker.net/Sharedaction?code=3251ce8e-27e8-432c-a6f3-08dde22d8eb3,在Greasyfork查找当前站点的脚本,Google Chrome,Dwenli,https://getquicker.net/User/984524/Dwenli,2.3 KB,2025-08-23 18:12,1,无,2025-08-24
题目词首大写,https://getquicker.net/Sharedaction?code=a39b9c3b-b238-4e11-3382-08dde135ad65,文献题目改为词首字母大写,Zotero,myhan,https://getquicker.net/User/467528/myhan,4.4 KB,2025-08-23 15:24,0,,2025-08-24
好好看批量下载,https://getquicker.net/Sharedaction?code=92ae695e-7239-4371-3378-08dde135ad65,获取好好看全部剧集的视频下载地址（m3u8）,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,49 KB,2025-08-23 02:07,0,,2025-08-24
动作面板V2,https://getquicker.net/Sharedaction?code=b59cb7b7-d512-4416-f23f-08ddd4e0681e,仿Quicker设计，上部分为“全局组”，下半部分为为根据进程自动切换的组（同时支持和quicker一样的通用组）。支持拖拽quicker面板动作添加。,通用,zdf153,https://getquicker.net/User/20184/zdf153,303 KB,2025-08-07 09:28,10,新增加磨砂质感，秒启动面板,2025-08-24
图片水印,https://getquicker.net/Sharedaction?code=32d89614-4d34-4ec5-8d93-08dddd68dcad,图片打水印工具，支持使用文字或者图片作为水印内容，可预览效果，批量对多张图片一建打水印。,Windows 资源管理器,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,64 KB,2025-08-18 11:09,1,"~修复颜色无法正确设置的问题
+当布局模式为指定位置时，可指定多个位置打水印",2025-08-24
跳转,https://getquicker.net/Sharedaction?code=dcfd6bae-743a-4231-eb20-08ddcb62c590,保存、另存为快速跳转工具，支持资源管理器和Directory Opus,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,100.1 KB,2025-07-26 16:24,9,"+ 增加白名单管理，可以添加非#32770的窗口了
ps 黑名单为 #32770 窗口黑名单
   需要修改事件触发，白名单才可正常运行",2025-08-24
重命名,https://getquicker.net/Sharedaction?code=c5e97ee4-96f9-438c-d890-08dad7a05c05,Photoshop 重命名图层、画板。（建议设置快捷键F2）,Adobe Photoshop,Anlv,https://getquicker.net/User/392637/Anlv,271.1 KB,2022-12-07 11:05,1,一个批量重命名工具，支持正则、查找替换、序号。,2025-08-24
文本记事,https://getquicker.net/Sharedaction?code=e9fac45b-ec54-497d-99d8-08dbaf28f11c,文本化编辑，可调用模型进行连续对话,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,120.4 KB,2023-09-07 09:28,103,记录云存取,2025-08-24
P图,https://getquicker.net/Sharedaction?code=fc831abc-bc38-4cb3-2fa0-08dbecaddff5,图片编辑工具！不再依赖PS，小的修改直接一建搞定！支持文字替换、旋转、尺寸修改、格式转换、打水印、打马赛克、图片切割合并等，更多功能还在更新中...,Windows 资源管理器,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,37.7 KB,2023-11-25 11:37,8,"+添加吸管工具
~支持分组折叠",2025-08-24
导出JSON,https://getquicker.net/Sharedaction?code=6f103a27-0e71-45a9-b0d4-08db304dc861,将选中条目JSON格式复制到剪切板,Zotero,myhan,https://getquicker.net/User/467528/myhan,4.1 KB,2023-03-30 15:11,2,添加在桌面生成json.json文件,2025-08-24
坚果云板,https://getquicker.net/Sharedaction?code=b8a63180-6779-49c5-2081-08ddc794935c,存储在坚果云上的记事本/笔记本/云板,通用,糕等杠鲸,https://getquicker.net/User/994534/%E7%B3%95%E7%AD%89%E6%9D%A0%E9%B2%B8,100.5 KB,2025-07-21 18:40,10,"1、新增功能：文件夹。可在默认目录下创建/删除文件夹,以便分类存放云板。
2、优化：优化快速定位触发逻辑，减少错误触发几率。
3、优化：可选择启动云板时打开上一次查看的云板。
此版本若打开失败，请右键菜单“设置”重新输入账号信息。",2025-08-24
