动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
亚马逊仓库查询,https://getquicker.net/Sharedaction?code=66c8b111-97bc-4efb-99e1-08ddd2f8d414,"在线查询亚马逊仓库数据, 支持美加德英法意澳墨",通用,乐昂岚【接定制】,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A%E3%80%90%E6%8E%A5%E5%AE%9A%E5%88%B6%E3%80%91,30.9 KB,2025-08-05 09:51,1,更新窗口标题,2025-08-05
AE大全,https://getquicker.net/Sharedaction?code=868a3971-b8ad-477e-99c3-08ddd2f8d414,各类脚本，小工具,Adobe After Effects CC,karteous,https://getquicker.net/User/150716/karteous,19.1 KB,2025-08-04 14:09,3,update,2025-08-05
白嫖ai,https://getquicker.net/Sharedaction?code=43b59da5-69d5-415d-99d9-08ddd2f8d414,汇总一些ai;直接将选中文字或者剪贴板的文字作为输入去查询ai;解放双手;非api方式,通用,enough!,https://getquicker.net/User/897144/enough!,35.9 KB,2025-08-04 21:22,0,,2025-08-05
一键打印,https://getquicker.net/Sharedaction?code=092b7469-458d-47f0-99cd-08ddd2f8d414,打印剪贴板图片或截图打印,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,9.1 KB,2025-08-04 16:29,0,,2025-08-05
pyenv命令集,https://getquicker.net/Sharedaction?code=376ef699-b9f1-43d5-99c1-08ddd2f8d414,快速执行cmd命令,通用,开心超人258,https://getquicker.net/User/21295/%E5%BC%80%E5%BF%83%E8%B6%85%E4%BA%BA258,2.7 KB,2025-08-04 12:16,0,,2025-08-05
搜索当前单元格,https://getquicker.net/Sharedaction?code=9ddfbff7-ccab-49ac-99b6-08ddd2f8d414,Excel搜索当前单元格内容,Microsoft Excel,52Shell,https://getquicker.net/User/782162/52Shell,1.6 KB,2025-08-04 09:47,0,,2025-08-05
百度云盘签到,https://getquicker.net/Sharedaction?code=531772c6-96d0-46f1-e7a8-08ddd2327dc0,自动签到、答题,通用,sharklaka,https://getquicker.net/User/826879/sharklaka,18.1 KB,2025-08-04 08:23,0,,2025-08-05
DeepSeek翻译,https://getquicker.net/Sharedaction?code=8238bd9b-0a85-484e-e7a7-08ddd2327dc0,DeepSeek翻译的小而美窗口。,通用,简单591,https://getquicker.net/User/36130/%E7%AE%80%E5%8D%95591,71.2 KB,2025-08-04 08:15,0,,2025-08-05
iFont字体,https://getquicker.net/Sharedaction?code=89043524-94b6-41cb-e7a6-08ddd2327dc0,iFont字体安装到本地，解决达芬奇text+无法识别字体问题,通用,karteous,https://getquicker.net/User/150716/karteous,25.1 KB,2025-08-04 00:46,0,,2025-08-05
选中收藏,https://getquicker.net/Sharedaction?code=51fc92f5-10c2-41f7-1c7c-08d95d50ce36,"集锦 配套动作, 选中文本即可完成收藏",通用,Cea,https://getquicker.net/User/113342/Cea,10.4 KB,2021-08-13 15:12,37,"## v0.4.13

- fix: 多选图片粘贴失效
- fix: 贴边时，粘贴会导致面板关闭，

    [贴边隐藏，在贴边的时候，粘贴能否不关闭剪贴板。](https://getquicker.net/Common/Topics/ViewTopic/35059)
- fix: 记忆贴边隐藏设置项（重启quicker后导致失效）
- fix: 在收藏夹里边搜索目录后再点击打开，还是会报错

    [剪贴板收藏夹打开收藏的文件目录报错](https://getquicker.net/Common/Topics/ViewTopic/35054)",2025-08-05
