动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
图片转生,https://getquicker.net/Sharedaction?code=a44ff70c-1505-4478-730d-08d947a02d97,最好用的图片转格式,通用,Poto,https://getquicker.net/User/137838/Poto,53 KB,2021-07-16 04:04,21,优化,2024-05-31
常用语,https://getquicker.net/Sharedaction?code=7f95cd24-fc50-4180-266c-08dbcf12c669,快捷短语/对话模板/电话/地址/文本/密码/素材/代码/实时搜索/连续发送/标签/文件,通用,李考凡,https://getquicker.net/User/478204/%E6%9D%8E%E8%80%83%E5%87%A1,160.8 KB,2023-10-18 22:55,49,右键连续窗口发送扩大,2024-05-31
图库,https://getquicker.net/Sharedaction?code=8989bba2-4087-4382-c257-08dc7b86d2da,"内置40+不同类型的图片接口, 壁纸, 美女, 帅哥, 头像等",通用,乐昂岚,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A,84.7 KB,2024-05-24 09:01,3,"图片的输出方式新增传递参数给动作, 传值为图片路径",2024-05-31
收藏窗口路径,https://getquicker.net/Sharedaction?code=b230a87d-4034-4462-a599-08dbd1e78f40,收藏你想点击打开的路径.文件夹，网页，exe文件都可以,通用,y_n,https://getquicker.net/User/333799/y_n,225.7 KB,2023-10-21 16:00,48,1：新增了右键内容，选择动作图标后右键新增了一个导出存储内容的选项，点击后可以把存储内容导入到v3版本中,2024-05-31
路径收藏v3,https://getquicker.net/Sharedaction?code=c976a78e-00ca-4b2c-e377-08dc7e4881b3,路径收藏2.0的升级版，可以把你想一键打开的文件夹，程序，网址，文本或命令收入此动作，需要使用时打开动作点一下启动或者发出去,通用,y_n,https://getquicker.net/User/333799/y_n,286.1 KB,2024-05-28 17:12,3,"1：更新本地文件导入导出，现在可以吧路径收藏2.0的存储内容导入3.0啦，
2：修复一些文本bug，其实是我修改完默认按键之后，忘记改文本描述了",2024-05-31
单元格或形状取色,https://getquicker.net/Sharedaction?code=a56ece6b-6989-4e1d-9fcd-08dc7d53f313,单个单元格取色，形状取色,Microsoft Word,我是等等,https://getquicker.net/User/1073431/%E6%88%91%E6%98%AF%E7%AD%89%E7%AD%89,2 KB,2024-05-27 11:23,2,支持单个形状取色,2024-05-31
免vip影视,https://getquicker.net/Sharedaction?code=d126e80b-57c0-44f2-ef31-08dc7894979b,点开视频播放页，在任意位置点击该动作即可,Google Chrome,最爱沙迦,https://getquicker.net/User/462533/%E6%9C%80%E7%88%B1%E6%B2%99%E8%BF%A6,2.1 KB,2024-05-20 18:42,3,添加多个接口供大家自行选择,2024-05-31
结束固定进程,https://getquicker.net/Sharedaction?code=f25d562b-e65a-46ac-9501-08dc6f0c8aa6,结束固定进程,通用,祥睿御免,https://getquicker.net/User/762594/%E7%A5%A5%E7%9D%BF%E5%BE%A1%E5%85%8D,5.1 KB,2024-05-09 13:56,1,换图标,2024-05-31
PS图片打开和导入,https://getquicker.net/Sharedaction?code=b25c719f-f9c9-4353-4490-08dbd9da7c9a,用Photoshop打开图片,Adobe Photoshop,祥睿御免,https://getquicker.net/User/762594/%E7%A5%A5%E7%9D%BF%E5%BE%A1%E5%85%8D,17.5 KB,2023-11-01 09:44,3,换图标,2024-05-31
K_快捷文字,https://getquicker.net/Sharedaction?code=65969b31-112a-4de7-65b5-08dc7f7256e7,快捷替换文字，不选中物体则为输入文字,AutoCAD Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,213.2 KB,2024-05-29 17:19,1,增加参数1/2/3/4/5/6，方便快捷键和文本指令直接触发不同面板,2024-05-31
