动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
隐藏运行CMD,https://getquicker.net/Sharedaction?code=02cdfcd4-aecc-4a33-88dc-08dc5a32504a,隐藏运行选中的cmd命令或者使用参数调用，直接运行只是打开cmd窗口,通用,Tanziow,https://getquicker.net/User/725126/Tanziow,3.5 KB,2024-04-11 22:54,0,,2024-04-12
必应搜索,https://getquicker.net/Sharedaction?code=0670cf4d-355f-4d58-1ccc-08db8790d489,支持搜索词联想,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,8.8 KB,2023-07-19 19:46,7,1,2024-04-12
Word按标题拆分,https://getquicker.net/Sharedaction?code=6e4c7bb4-e2ad-4d39-88db-08dc5a32504a,按标题拆分，需要先修改下标题的样式名称,Microsoft Word,欲成仙,https://getquicker.net/User/161322/%E6%AC%B2%E6%88%90%E4%BB%99,2.1 KB,2024-04-11 22:18,0,,2024-04-12
PDF工具箱,https://getquicker.net/Sharedaction?code=e0872ced-fa64-425a-57b5-08dac0d38e97,批量分割、合并PDF，删除、提取PDF页码；文档、图片转PDF；PDF转图片,Windows 资源管理器,ZTOA10,https://getquicker.net/User/234516/ZTOA10,101.3 KB,2022-11-08 14:33,20,重构，运行无弹窗不打扰，适合养老,2024-04-12
巴德截图嵌入Markdown,https://getquicker.net/Sharedaction?code=a1568190-337a-4396-8eed-08dc5841df9c,截图转换为base64并添加img标签,通用,Bader,https://getquicker.net/User/135289/Bader,1.8 KB,2024-04-09 16:35,2,增加提示,2024-04-12
添加注音,https://getquicker.net/Sharedaction?code=7fb3d953-ac89-40e4-9d2a-08dbb6a8337d,利用 HTML 的 <ruby> 标签来添加注音文本。,Obsidian,星雨透,https://getquicker.net/User/455817/%E6%98%9F%E9%9B%A8%E9%80%8F,2.3 KB,2023-09-17 10:38,2,update,2024-04-12
AI自动切换中英文,https://getquicker.net/Sharedaction?code=1a5442ab-da81-4ffe-397a-08da71e0d453,"文字编辑时切换为中文,其他状态为英文",Adobe Illustrator,zdf153,https://getquicker.net/User/20184/zdf153,13.9 KB,2022-07-30 18:14,3,优化,2024-04-12
图片 ❯ 文件,https://getquicker.net/Sharedaction?code=5936686b-d5b5-4f99-4870-08dc59347e50,将【剪贴板中】的【图片】变成【图片文件】,通用,星雨透,https://getquicker.net/User/455817/%E6%98%9F%E9%9B%A8%E9%80%8F,2 KB,2024-04-11 20:05,0,,2024-04-12
文件 ❯ 图片,https://getquicker.net/Sharedaction?code=acc4438d-31e5-435d-486f-08dc59347e50,将【选中】或者【剪贴板中】的【图片文件】转变成【图片】,通用,星雨透,https://getquicker.net/User/455817/%E6%98%9F%E9%9B%A8%E9%80%8F,3.1 KB,2024-04-11 20:04,0,,2024-04-12
ps自动切换中英文,https://getquicker.net/Sharedaction?code=bd4ebd29-a73d-4c25-f591-08da70fc38f1,"文字编辑时和重命名时切换为中文,其他状态为英文",Adobe Photoshop,zdf153,https://getquicker.net/User/20184/zdf153,12.7 KB,2022-07-29 19:54,5,优化,2024-04-12
