动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
中止/重启动作,https://getquicker.net/Sharedaction?code=d513c900-8f31-4ba8-3133-08dd0af731a9,有些动作经常运行，但又可能需要偶尔关闭，一个一个关闭，太麻烦了，就做了这个一键关闭，需要时又可以重启常用动作,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,6.5 KB,2024-11-23 23:41,0,,2024-11-24
眼保健操,https://getquicker.net/Sharedaction?code=444c4be9-f4bb-41f2-a916-08d7b30d7779,5分钟的眼保健操,通用,Ever,https://getquicker.net/User/2774/Ever,8.7 KB,2020-02-17 16:30,7,改用qk自带播放，可右键停止,2024-11-24
回到顶端,https://getquicker.net/Sharedaction?code=c39640d2-7efe-47e2-3130-08dd0af731a9,解决问题：仅仅Ctrl+Home对有些界面不适用。,通用,大家都爱591,https://getquicker.net/User/36130/%E5%A4%A7%E5%AE%B6%E9%83%BD%E7%88%B1591,1.5 KB,2024-11-23 22:15,0,,2024-11-24
快速打印,https://getquicker.net/Sharedaction?code=ac7f77ed-7637-4ce6-311a-08dd0af731a9,cad快速打印单张图纸,AutoCAD Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,57 KB,2024-11-23 12:43,1,"1.按下ctrl+点击动作或者传入参数“多次设置”，即为群友需要的每次重复设置打印机；
2.右键单独预设了额外的2个打印机参数",2024-11-24
程序便签,https://getquicker.net/Sharedaction?code=022fdcb9-4318-49cd-d06a-08dd090a5bee,支持markdown格式语法渲染的程序便签，默认以进程名作为匹配依据,通用,轻叹流年去,https://getquicker.net/User/686001/%E8%BD%BB%E5%8F%B9%E6%B5%81%E5%B9%B4%E5%8E%BB,71.8 KB,2024-11-20 20:31,5,+ 优化 过程中查看逻辑,2024-11-24
Dinox录音笔记,https://getquicker.net/Sharedaction?code=bcaf6b15-2429-4d45-3129-08dd0af731a9,可录制电脑和话筒的声音，录制完成后自动打开所在的文件夹，并且发送录音笔记至dinox,通用,轮山靓仔,https://getquicker.net/User/490750/%E8%BD%AE%E5%B1%B1%E9%9D%93%E4%BB%94,17.2 KB,2024-11-23 19:47,0,,2024-11-24
微信表情,https://getquicker.net/Sharedaction?code=7422f845-cfde-497e-3126-08dd0af731a9,微信常用表情emoji面板，额外提供微信所有默认表情图片（持续更新中），也可自添加表情,WeChat,Mrshuang,https://getquicker.net/User/238117/Mrshuang,78.9 KB,2024-11-23 18:14,0,,2024-11-24
调节窗口,https://getquicker.net/Sharedaction?code=7113ec1f-7893-4d79-5f0f-08d8c4779bc6,让鼠标在任意位置都可以直接移动窗口位置，调节窗口大小，无需常驻，但需配合左键辅助使用。,通用,Ever,https://getquicker.net/User/2774/Ever,51.3 KB,2021-01-30 15:08,11,增加吸附力度，即吸附后停顿多少时间，避免吸附后手抖后移动。缺点是靠边窗口移动略有延迟，可在设置处调整大小。,2024-11-24
创建TXT,https://getquicker.net/Sharedaction?code=604d7d4c-cdf6-4e98-0a62-08db6c315929,在当前窗口路径下创建txt文件,Windows 资源管理器,LeeSmee,https://getquicker.net/User/500506/LeeSmee,3.8 KB,2023-06-14 22:14,1,命名规范时间,2024-11-24
更新动作窗口,https://getquicker.net/Sharedaction?code=e9a32b4d-0562-4d20-86f8-08dceb3bdfc8,更新Quicker动作时，自动勾选必要选项与聚焦输入框。,Quicker,EC10010,https://getquicker.net/User/2997/EC10010,44.1 KB,2024-10-13 16:19,13,新版Quicker不用勾选红字。,2024-11-24
