动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
追剧助手,https://getquicker.net/Sharedaction?code=195cdb82-4a89-4471-e5dd-08de35482358,【追剧助手】是一款功能全面的、为个人用户设计的追剧管理工具。,通用,✅好用✅实用✅易用,https://getquicker.net/User/412766/%E2%9C%85%E5%A5%BD%E7%94%A8%E2%9C%85%E5%AE%9E%E7%94%A8%E2%9C%85%E6%98%93%E7%94%A8,136.2 KB,2025-12-07 22:12,3,增加多种配色,2025-12-09
按画板分组,https://getquicker.net/Sharedaction?code=d5f9dad9-419a-460f-d079-08de360397ed,“按画板分组” 是一个 Adobe Illustrator 脚本，它可以自动将选定画板上的所有对象分组。这个强大的自动化工具可以帮助您通过为每个画板的内容创建分组来组织您的作品，并可以选择为每个分组命名，以匹配其相应的画板。,Adobe Illustrator,Anlv,https://getquicker.net/User/392637/Anlv,32.9 KB,2025-12-08 16:23,1,"v1 2025-12-08
~. 修复图标。",2025-12-09
排序画板,https://getquicker.net/Sharedaction?code=03ea8cd5-8055-4f61-d078-08de360397ed,按画板位置重新修正画板索引。,Adobe Illustrator,Anlv,https://getquicker.net/User/392637/Anlv,21.8 KB,2025-12-08 16:22,0,,2025-12-09
画板重命名,https://getquicker.net/Sharedaction?code=e20cdfc8-7ee2-44a6-d062-08de360397ed,终极画板重命名工具。支持查找替换、动态变量、高级序号、实时预览。,Adobe Illustrator,Anlv,https://getquicker.net/User/392637/Anlv,16.6 KB,2025-12-08 13:01,3,"v3 2025-12-08
~. 修复了一些小问题。",2025-12-09
BMI计算器,https://getquicker.net/Sharedaction?code=967d0da6-2f2f-4224-0848-08de30674cc6,身体质量指数（BMI）是衡量人体胖瘦程度的国际标准,通用,FanXiang,https://getquicker.net/User/27525/FanXiang,11.5 KB,2025-12-01 11:57,2,更新UI；实时计算BMI值,2025-12-09
常用语Pro,https://getquicker.net/Sharedaction?code=ab66a810-4866-4ac4-8abd-08dd6b2bd175,分组、搜索、云备份；文本、文件、图片；批量编辑，连续发送；一张Excel表格管理全部快捷短语（客服回复话术、AI提示词、文本模板、quicker步骤收藏、动作面板）,通用,lanyu_er,https://getquicker.net/User/20158/lanyu_er,488.6 KB,2025-03-26 08:46,44,"2025-12-09
~:更新子程序
~：优化 “捷径搜索词”面板 的显示逻辑",2025-12-09
标签页分组,https://getquicker.net/Sharedaction?code=1d7d1a49-5a43-4176-ddad-08de2211a7a5,浏览器标签页自动归类到指定的标签组中，右键动作支持管理标签组配置,Google Chrome,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,58.2 KB,2025-11-13 15:52,3,+增加云同步功能,2025-12-09
官文重命名,https://getquicker.net/Sharedaction?code=465447f9-ab0f-4469-0305-08dd1df9631b,知产常用官文一键重命名,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,180.8 KB,2024-12-17 10:16,39,新增专利登记簿副本,2025-12-09
缴费清单助手,https://getquicker.net/Sharedaction?code=d494daa9-6f2b-49bf-f224-08dd49a56539,一键填写专利缴费清单信息表单,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,71.4 KB,2025-02-11 14:36,17,修复bug,2025-12-09
剪贴板,https://getquicker.net/Sharedaction?code=e573ba70-28f8-4977-4f6a-08de2d75a2ca,二维码分享 | 点击复制 | 键盘快速粘贴,通用,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,214.1 KB,2025-11-27 23:40,17,"暂时移除RPA功能
清除时会同步移除未收藏的图片",2025-12-09
下载图标,https://getquicker.net/Sharedaction?code=8c263178-ec56-45fe-3f75-08ddafd56e14,下载当前网站的图标。,Google Chrome,Anlv,https://getquicker.net/User/392637/Anlv,180.4 KB,2025-06-21 12:45,5,"v5 2025-12-09
~. 测试版更新：显示嗅探到的文件大小，文件尺寸，文件格式，嗅探源。",2025-12-09
用Notepad4打开,https://getquicker.net/Sharedaction?code=d5736d1f-3f7f-4975-4b00-08dcca2b353c,用Notepad4打开【文件】或【选择的文本】或QK步骤和子程序,鲨鱼,sharklaka,https://getquicker.net/User/826879/sharklaka,22.3 KB,2024-09-01 14:39,4,"[~]
修复非文本文件乱码的问题",2025-12-09
Good End1,https://getquicker.net/Sharedaction?code=9abeb157-3dca-4614-43b0-08de27ccb257,【多线程下载器】【极致ui】【超强兼容】应该是目前动作库内，“QK下载模块”最强的平替下载器。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,163 KB,2025-11-20 14:48,11,优化阿里云、淘宝、天猫的请求头智能判断,2025-12-09
下载图片,https://getquicker.net/Sharedaction?code=cabf0ece-1ba7-460c-11a7-08db8c4f03af,目前最好的网页图片下载工具！支持任意图片，只需鼠标点击图片即可下载至本地，支持单选、多选两种模式！,Google Chrome,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,173.7 KB,2023-07-24 22:47,32,~修复参数设置的问题,2025-12-09
屏幕键盘,https://getquicker.net/Sharedaction?code=561f7500-e211-40f9-3dc8-08dc93290ea3,Winform屏幕键盘,通用,FaniX,https://getquicker.net/User/52603/FaniX,118.2 KB,2024-06-24 11:32,9,"+增加输入法切换(IME)键
~对齐主键盘按键",2025-12-09
输入还原为中文,https://getquicker.net/Sharedaction?code=488f1a18-337c-4925-b42f-08dd94ae243d,想输入中文，输入法却是英文，可立即将输入的字母转为中文输入,通用,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,25.2 KB,2025-05-17 21:27,8,新增：始终将输入法切换为中文状态（无论是否成功获取文本）,2025-12-09
窗口切换,https://getquicker.net/Sharedaction?code=08fe63e1-5d5e-462f-450f-08dd183b8d4e,替代任务栏：启动软件，切换窗口，置顶窗口，关闭窗口。支持深色模式,通用,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,182.1 KB,2024-12-09 20:46,44,"优化：优化激活窗口的流程，提高速度。
新增：临时自定义窗口名称。

近期更新：
新增：自定义背景颜色、字体颜色等。一键切换 深色/浅色模式。
新增：高亮前台窗口。
新增：置顶窗口/取消置顶窗口，关闭窗口，强制关闭窗口。在按钮上右键点击即可出现。",2025-12-09
动作面板v3,https://getquicker.net/Sharedaction?code=3b65840d-7670-4165-9c58-08dd91d533ab,放置常用的Quicker动作，点击运行。支持动作自己的右键菜单，支持深色模式,通用,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,167.1 KB,2025-05-14 13:28,22,"修复：一键切换深色/浅色模式导致右上角按钮颜色异常的bug。
更改：排序时，保留窗口用于对比。
增加一个图标。",2025-12-09
