动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
填写到网页表单,https://getquicker.net/Sharedaction?code=808d0425-ac38-49ae-cda7-08d791b65a5f,复制Excel数据并依次粘贴到网页表单,Microsoft Excel,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,35.2 KB,2020-01-06 15:53,10,"- 整理动作步骤
- 增加开关：长按Esc中止",2024-08-09
新建注意点,https://getquicker.net/Sharedaction?code=d1065f73-dea8-417a-315e-08dcb741469e,新建txt文件，文件名为输入的需要提示自己的要点,Windows 资源管理器,day.,https://getquicker.net/User/736445/day.,3.5 KB,2024-08-08 17:55,0,,2024-08-09
查重复文件,https://getquicker.net/Sharedaction?code=1ff1e385-9c8c-499c-315a-08dcb741469e,检查当前目录下的重复文件,Windows 资源管理器,用户htDwOnIoBQA,https://getquicker.net/User/1121520/%E7%94%A8%E6%88%B7htDwOnIoBQA,20.5 KB,2024-08-08 17:36,0,,2024-08-09
窗口贴边,https://getquicker.net/Sharedaction?code=29dfb633-c1c5-45a1-e145-08dca45772b6, 「使任意窗口获得贴边隐藏」,通用,dalou,https://getquicker.net/User/76824/dalou,169.1 KB,2024-07-15 17:32,21,优化：跨屏贴边缩放比相差较大时，刷新窗口尺寸数据,2024-08-09
缓解复制卡顿,https://getquicker.net/Sharedaction?code=280cc7be-2f1f-436a-16bc-08dc961924ec,从一张图到另一张图复制粘贴时，特别是当图特别大的时候就会非常慢， 像是卡死了，更有时候有时候直接死掉，只有强行结束。运行此命令就会解决这个问题,AutoCAD Application,352312390@qq...,https://getquicker.net/User/1066752/352312390@qq.com,1.5 KB,2024-06-27 15:09,1,更新了说明文字,2024-08-09
连续复制、和,https://getquicker.net/Sharedaction?code=e24fc4d5-ccb9-447d-65a1-08dc85dec23e,"复制多段文本，用“和“连接最后一个文本，用“、""连接前面的文本，然后粘贴到窗口。",通用,笑脸狼Cc,https://getquicker.net/User/1046377/%E7%AC%91%E8%84%B8%E7%8B%BCCc,16.1 KB,2024-06-07 15:36,9,"更新公开状态
更新字段表格的提示和顺序
去除设置表格后停止动作的步骤，直接执行后续动作，提高效率。",2024-08-09
连续复制、,https://getquicker.net/Sharedaction?code=ef3aa717-0278-4ca0-3156-08dcb741469e,"复制多段文本，用“、""连接并粘贴到窗口。",通用,笑脸狼Cc,https://getquicker.net/User/1046377/%E7%AC%91%E8%84%B8%E7%8B%BCCc,14.7 KB,2024-08-08 16:18,0,,2024-08-09
更新另存为,https://getquicker.net/Sharedaction?code=3fb630e3-4695-4c8c-3155-08dcb741469e,另存为窗口，自动跳转到最近的文件夹。,通用,北京林或西,https://getquicker.net/User/207095/%E5%8C%97%E4%BA%AC%E6%9E%97%E6%88%96%E8%A5%BF,5.3 KB,2024-08-08 16:01,0,,2024-08-09
对齐基线,https://getquicker.net/Sharedaction?code=f7ecbc4f-c537-47b5-ffd4-08dcb1b1f7f4,对齐到文本基线。,Adobe Illustrator,Anlv,https://getquicker.net/User/392637/Anlv,17.7 KB,2024-08-01 18:01,1,更名，添加图标。,2024-08-09
超级重命名,https://getquicker.net/Sharedaction?code=bcf33eda-9427-45cc-f6c5-08dae2ffb129,超级强大灵活的文件批量重命名工具。支持保存更名规则、插入文件元数据、普通/正则替换、批量替换、列表替换、重名检测、自动编号、C#表达式处理 . . .,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,387.2 KB,2022-12-21 18:23,28,- 修复「规则」功能的问题,2024-08-09
