动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
恢复公共子程序,https://getquicker.net/Sharedaction?code=347408ae-878f-419f-2114-08ddf258262b,与公共子程序再联系,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,3.6 KB,2025-09-13 11:38,0,,2025-09-15
Workflowy\nAPI发送,https://getquicker.net/Sharedaction?code=9c9d623d-caca-4ea0-2113-08ddf258262b,调用API发送内容到Workflowy中,通用,青木菌,https://getquicker.net/User/66055/%E9%9D%92%E6%9C%A8%E8%8F%8C,6.7 KB,2025-09-13 10:55,0,,2025-09-15
复制申请号,https://getquicker.net/Sharedaction?code=4067835e-f2bb-4bbf-7ff9-08dced27f08a,一键复制选中文件或选中文本中的申请号到剪贴板，并删除其中的多余字符。,通用,知产二大爷,https://getquicker.net/User/565334/%E7%9F%A5%E4%BA%A7%E4%BA%8C%E5%A4%A7%E7%88%B7,28.9 KB,2024-10-16 10:29,16,修复bug,2025-09-15
一键去背景,https://getquicker.net/Sharedaction?code=25f331ec-a2a2-4fe9-09eb-08dbddf5e120,通过remove网站API一键抠图。,通用,M-cc,https://getquicker.net/User/521120/M-cc,36.7 KB,2023-11-06 22:58,7,~尝试修复个别用户请求失败的报错,2025-09-15
窗口贴边,https://getquicker.net/Sharedaction?code=51d57f7d-1320-4de5-bf4e-08ddd8acacdb,让窗口自动贴边屏幕,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,34 KB,2025-08-12 15:39,18,时长,2025-09-15
重命名,https://getquicker.net/Sharedaction?code=93df12aa-c901-4eb4-d59c-08dd044ac920,使用『 剪贴板文本』 快速重命名，自带 『后悔药』 功能,通用,『扪』,https://getquicker.net/User/432041/%E3%80%8E%E6%89%AA%E3%80%8F,102.7 KB,2024-11-14 14:34,6,  【优化】1.增加兼容性  2.自动去除文本前后空白,2025-09-15
文件夹内嵌图标,https://getquicker.net/Sharedaction?code=c244e444-9da5-4260-dd21-08da42e96b79,1、选择ico文件，将其作为当前文件夹的图标；2、还原文件夹状态,Windows 资源管理器,AzureHearted,https://getquicker.net/User/577696/AzureHearted,164.1 KB,2022-06-01 15:40,26,"1、新增对exe文件的支持，可直接使用exe文件图标作为文件夹内嵌图标
2、优化执行逻辑
3、优化选项图标",2025-09-15
三合一面板,https://getquicker.net/Sharedaction?code=6ab742fc-4c8e-42b1-d7b6-08ddef742b9a,快速启动软件，常用语，浏览器书签自动保存，,通用,89268690,https://getquicker.net/User/359076/89268690,300.5 KB,2025-09-09 20:04,7,"

--把搜索框单独拎出来。保持在最前面使用DockPanel作为父容器
--区分不同电脑的窗口尺寸和位置。。var 机器名 = Environment.MachineName;  var 此电脑的窗口位置 = 机器名+""的窗口位置"";
--右键菜单添加一个 从此电脑添加全部浏览器书签(mv2和mv3应该都可以)
--记忆窗口位置逻辑优化，加1秒的防抖，加最小化恢复后误触发问题
--拖拽的逻辑修复。可以在不同分组互相拖拽。
--右键菜单添加某个分组导出为json。+导入


",2025-09-15
PixPin,https://getquicker.net/Sharedaction?code=89bfa2e7-7c62-4b97-1736-08dda10577be,"截图,OCR,GIF,贴图",通用,Simonl,https://getquicker.net/User/134191/Simonl,109.1 KB,2025-06-01 20:16,8,"1、增加较多功能的自定义文本编辑器
2、增加不开启文本编辑器时点击消息跳转第三方文本编辑器",2025-09-15
PDF工具,https://getquicker.net/Sharedaction?code=0e24c256-07a9-4cd4-a97f-08dab0af50de,PDF按比例缩小 PDF设置出血 骑马钉 单张单双面 叠堆单双面 混拼,通用,jialan75home,https://getquicker.net/User/631091/jialan75home,375.1 KB,2022-10-18 16:06,107,更新无数,2025-09-15
Ditto聚合,https://getquicker.net/Sharedaction?code=7ea67dcc-4b22-45d1-0bba-08ddf15bf0d0,Ditto快捷调用组内容/粘贴最新1项-10项/去除剪贴板重复项,Ditto,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,61.6 KB,2025-09-12 17:33,5,再获取最新的10个剪贴板内容的时候，考虑置顶项目,2025-09-15
常用语,https://getquicker.net/Sharedaction?code=1a8e7553-76e9-4527-66d7-08dbaa91cef1,快捷短语的极致操作，兼容原版数据。,通用,咿呀杀杀,https://getquicker.net/User/19337/%E5%92%BF%E5%91%80%E6%9D%80%E6%9D%80,378.4 KB,2023-09-02 08:18,49,"v2.2.6 (2025-09-13)
- 选项：支持按钮上同时显时标题与内容",2025-09-15
